taxa,bay,month,day,year,abund,male,female,repro,eph,density,volume,mean_temp_C,temp_var,conductivity,pH,hydro_days,soil,canopy,area_ha,sample_date,species,genus,family,order,class,phylum,ID_specificity,broad_group,general_diet,functional_feeding_group,diet_specifics,diet_internet_source,size_mm,size_source
Acanthocyclops robustus,26,4,7,2010,26,0,0,9,0,6.75,7932.521,11.1,17.2,27.49,5.05,274,terrace,open,0.49,4/7/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,5,30,2010,23,0,0,3,0,13.95,1649.336,10,14.7,33.69,5.23,281,terrace,open,0.77,5/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,5,31,2010,27,0,0,9,0,12.73,2120.575,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,5/31/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,4,9,2009,1,0,0,0,0,0.32,3141.593,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,4/9/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,4,23,2009,10,0,0,1,0,2.13,9267.698,10,14.5,40.76,5.58,211,upland,forrested,1.29,4/23/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,5,19,2010,25,0,0,3,0,10.98,2277.655,10,14.7,33.69,5.23,281,terrace,open,0.77,5/19/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,3,10,2010,3,0,0,0,0,1.91,1570.796,10.2,20,31.08,5.21,196,terrace,forrested,2.51,3/10/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,6,17,2010,7,0,0,3,0,3.14,4476.77,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,6/17/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,3,19,2009,10,0,0,2,0,5.4,5733.407,10.8,21.2,34.4,5.26,201,sand,open,11.29,3/19/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,1,15,2009,5,0,0,0,0,1.45,3455.752,10,14.7,33.69,5.23,281,terrace,open,0.77,1/15/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,2,23,2010,3,0,0,0,0,0.83,3612.832,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,2/23/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,4,20,2010,26,0,0,1,0,14.74,5969.027,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,4/20/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,5,30,2010,36,0,0,7,0,8.04,4476.77,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,5/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,7,8,2009,1,0,0,1,0,0.85,1178.097,11.1,17.2,27.49,5.05,274,terrace,open,0.49,7/8/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,5,14,2009,6,0,0,2,0,5.22,2984.513,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,5/14/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,1,29,2009,1,0,0,0,0,0.61,1649.336,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,1/29/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,4,28,2010,1,0,0,0,0,0.19,5183.628,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,4/28/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,6,25,2009,1,0,0,0,0,0.44,2277.655,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,6/25/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,2,17,2010,2,0,0,2,0,1.11,3612.832,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,2/17/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,3,31,2010,8,0,0,3,0,3.51,6832.964,10.8,21.2,34.4,5.26,201,sand,open,11.29,3/31/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,2,26,2009,39,0,0,5,0,14.25,4712.389,10,14.7,33.69,5.23,281,terrace,open,0.77,2/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,7,8,2009,2,0,0,1,0,1.25,3220.133,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,7/8/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,41,4,30,2009,2,0,0,0,0,0.29,6832.964,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,4/30/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,5,7,2009,3,0,0,1,0,2.94,1021.018,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,5/7/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,5,28,2009,1,0,0,0,0,0.2,5105.088,12.6,20.5,29.17,4.91,365,sand,open,4.01,5/28/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,2,11,2009,38,0,0,6,0,25.21,3691.371,10.8,21.2,34.4,5.26,201,sand,open,11.29,2/11/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,1,27,2010,1,0,0,0,0,0.49,2042.035,10.2,20,31.08,5.21,196,terrace,forrested,2.51,1/27/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,5,28,2009,9,0,0,1,0,2.35,8403.761,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,5/28/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,1,15,2009,1,0,0,0,0,0.22,4476.77,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,1/15/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,41,1,6,2010,5,0,0,1,0,1.99,2513.274,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,1/6/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,4,30,2009,9,0,0,1,0,2.73,3298.672,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,4/30/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,1,22,2009,8,0,0,2,0,10.19,785.398,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,1/22/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,4,2,2009,5,0,0,1,0,2.45,2042.035,10.3,20.5,41.58,5.55,365,upland,open,5.26,4/2/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,4,20,2010,2,0,0,1,0,0.43,4633.849,10.2,20,31.08,5.21,196,terrace,forrested,2.51,4/20/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,5,7,2009,41,0,0,11,0,10.88,3769.911,10,14.7,33.69,5.23,281,terrace,open,0.77,5/7/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,4,7,2010,13,0,0,4,0,8.02,6950.774,10.2,20,31.08,5.21,196,terrace,forrested,2.51,4/7/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,5,14,2009,1,0,0,0,0,0.2,5026.548,12.6,20.5,29.17,4.91,365,sand,open,4.01,5/14/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,1,6,2010,3,0,0,1,0,0.73,9660.398,10.3,20.5,41.58,5.55,365,upland,open,5.26,1/6/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,3,11,2009,16,0,0,4,0,7.7,3926.991,11.1,17.2,27.49,5.05,274,terrace,open,0.49,3/11/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,10,28,2009,1,0,0,1,0,0,NA,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,10/28/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,12,15,2009,1,0,0,0,0,0.51,1963.495,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,12/15/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,1,29,2009,6,0,0,2,0,2.57,4084.071,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,1/29/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,3,26,2009,17,0,0,4,0,7.34,3848.451,10,14.7,33.69,5.23,281,terrace,open,0.77,3/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,5,30,2010,3,0,0,0,0,1.49,4319.69,11.1,17.2,27.49,5.05,274,terrace,open,0.49,5/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,5,7,2009,13,0,0,2,0,4.82,5183.628,11.1,17.2,27.49,5.05,274,terrace,open,0.49,5/7/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,12,30,2009,1,0,0,0,0,0.2,5026.548,10,14.7,33.69,5.23,281,terrace,open,0.77,12/30/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,4,20,2010,168,0,0,58,0,35.59,10210.176,10,14.5,40.76,5.58,211,upland,forrested,1.29,4/20/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,79,4,14,2010,38,0,0,8,0,27,8796.459,10.3,20.1,27.81,4.93,170,sand,open,0.49,4/14/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,6,4,2009,5,0,0,0,0,2.9,3966.261,11.1,17.2,27.49,5.05,274,terrace,open,0.49,6/4/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,2,23,2010,12,0,0,1,0,2.08,10759.955,10,14.7,33.69,5.23,281,terrace,open,0.77,2/23/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,12,15,2009,1,0,0,0,0,0.19,5183.628,10.8,21.2,34.4,5.26,201,sand,open,11.29,12/15/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,1,6,2010,1,0,0,1,0,0.19,5262.168,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,1/6/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,4,16,2009,1,0,0,0,0,0.18,5497.787,12.6,20.5,29.17,4.91,365,sand,open,4.01,4/16/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,2,18,2009,19,0,0,2,0,8.06,2356.194,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,2/18/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,79,5,14,2009,6,0,0,2,0,0,NA,10.3,20.1,27.81,4.93,170,sand,open,0.49,5/14/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,3,30,2010,13,0,0,2,0,2.31,10838.495,10,14.7,33.69,5.23,281,terrace,open,0.77,3/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,4,20,2010,6,0,0,1,0,3.58,5733.407,11.1,17.2,27.49,5.05,274,terrace,open,0.49,4/20/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,41,4,16,2009,1,0,0,1,0,0.12,8246.681,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,4/16/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,6,4,2009,27,0,0,4,0,7.22,5262.167,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,6/4/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,6,16,2010,5,0,0,0,0,2.89,1727.876,10,14.5,40.76,5.58,211,upland,forrested,1.29,6/16/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,2,26,2009,3,0,0,1,0,1.87,3141.592,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,2/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
